ODS,Year,Q,Variable,Value
RH8,2014,Q3,General and Accute - Occupied,660
RJ8,2014,Q3,General and Accute - Available,
RJ8,2014,Q3,General and Accute - Occupied,
RK9,2014,Q3,General and Accute - Available,866
RK9,2014,Q3,General and Accute - Occupied,780
RWV,2014,Q3,General and Accute - Available,
RWV,2014,Q3,General and Accute - Occupied,
RN7,2014,Q3,General and Accute - Available,488
RN7,2014,Q3,General and Accute - Occupied,473
RPA,2014,Q3,General and Accute - Available,523
RPA,2014,Q3,General and Accute - Occupied,499
RVV,2014,Q3,General and Accute - Available,965
RVV,2014,Q3,General and Accute - Occupied,821
RWF,2014,Q3,General and Accute - Available,655
RWF,2014,Q3,General and Accute - Occupied,625
RXY,2014,Q3,General and Accute - Available,8
RXY,2014,Q3,General and Accute - Occupied,7
RA2,2014,Q3,General and Accute - Available,456
RA2,2014,Q3,General and Accute - Occupied,384
RDR,2014,Q3,General and Accute - Available,122
RDR,2014,Q3,General and Accute - Occupied,118
RDU,2014,Q3,General and Accute - Available,1221
RDU,2014,Q3,General and Accute - Occupied,1124
RPC,2014,Q3,General and Accute - Available,42
RPC,2014,Q3,General and Accute - Occupied,39
RTK,2014,Q3,General and Accute - Available,534
RTK,2014,Q3,General and Accute - Occupied,474
RTP,2014,Q3,General and Accute - Available,563
RTP,2014,Q3,General and Accute - Occupied,532
RX2,2014,Q3,General and Accute - Available,
RX2,2014,Q3,General and Accute - Occupied,
RXC,2014,Q3,General and Accute - Available,698
RXC,2014,Q3,General and Accute - Occupied,528
RXH,2014,Q3,General and Accute - Available,810
RXH,2014,Q3,General and Accute - Occupied,693
RXX,2014,Q3,General and Accute - Available,
RXX,2014,Q3,General and Accute - Occupied,
RYR,2014,Q3,General and Accute - Available,861
RYR,2014,Q3,General and Accute - Occupied,823
RHW,2014,Q3,General and Accute - Available,626
RHW,2014,Q3,General and Accute - Occupied,545
RNU,2014,Q3,General and Accute - Available,112
RNU,2014,Q3,General and Accute - Occupied,107
RTH,2014,Q3,General and Accute - Available,1289
RTH,2014,Q3,General and Accute - Occupied,1086
RWX,2014,Q3,General and Accute - Available,46
RWX,2014,Q3,General and Accute - Occupied,35
RXQ,2014,Q3,General and Accute - Available,683
RXQ,2014,Q3,General and Accute - Occupied,681
R1C,2014,Q3,General and Accute - Available,57
R1C,2014,Q3,General and Accute - Occupied,52
R1F,2014,Q3,General and Accute - Available,253
R1F,2014,Q3,General and Accute - Occupied,205
RBD,2014,Q3,General and Accute - Available,273
RBD,2014,Q3,General and Accute - Occupied,242
RD3,2014,Q3,General and Accute - Available,465
RD3,2014,Q3,General and Accute - Occupied,457
RDY,2014,Q3,General and Accute - Available,
RDY,2014,Q3,General and Accute - Occupied,
RDZ,2014,Q3,General and Accute - Available,578
RDZ,2014,Q3,General and Accute - Occupied,549
RHM,2014,Q3,General and Accute - Available,1060
RHM,2014,Q3,General and Accute - Occupied,1003
RHU,2014,Q3,General and Accute - Available,966
RHU,2014,Q3,General and Accute - Occupied,898
RN5,2014,Q3,General and Accute - Available,858
RN5,2014,Q3,General and Accute - Occupied,701
RW1,2014,Q3,General and Accute - Available,61
RW1,2014,Q3,General and Accute - Occupied,59
R1H,2014,Q3,General and Accute - Available,1760
R1H,2014,Q3,General and Accute - Occupied,1758
R1K,2014,Q3,General and Accute - Available,1171
R1K,2014,Q3,General and Accute - Occupied,1100
RAL,2014,Q3,General and Accute - Available,969
RAL,2014,Q3,General and Accute - Occupied,853
RAN,2014,Q3,General and Accute - Available,186
RAN,2014,Q3,General and Accute - Occupied,118
RAP,2014,Q3,General and Accute - Available,455
RAP,2014,Q3,General and Accute - Occupied,445
RAS,2014,Q3,General and Accute - Available,421
RAS,2014,Q3,General and Accute - Occupied,388
RAT,2014,Q3,General and Accute - Available,174
RAT,2014,Q3,General and Accute - Occupied,150
RAX,2014,Q3,General and Accute - Available,359
RAX,2014,Q3,General and Accute - Occupied,326
RF4,2014,Q3,General and Accute - Available,953
RF4,2014,Q3,General and Accute - Occupied,928
RFW,2014,Q3,General and Accute - Available,353
RFW,2014,Q3,General and Accute - Occupied,334
RJ1,2014,Q3,General and Accute - Available,999
RJ1,2014,Q3,General and Accute - Occupied,846
RJ2,2014,Q3,General and Accute - Available,889
RJ2,2014,Q3,General and Accute - Occupied,856
RJ6,2014,Q3,General and Accute - Available,438
RJ6,2014,Q3,General and Accute - Occupied,405
RJ7,2014,Q3,General and Accute - Available,868
RJ7,2014,Q3,General and Accute - Occupied,778
RJZ,2014,Q3,General and Accute - Available,1278
RJZ,2014,Q3,General and Accute - Occupied,1169
RKE,2014,Q3,General and Accute - Available,279
RKE,2014,Q3,General and Accute - Occupied,234
RKL,2014,Q3,General and Accute - Available,
RKL,2014,Q3,General and Accute - Occupied,
RP4,2014,Q3,General and Accute - Available,336
RP4,2014,Q3,General and Accute - Occupied,315
RP6,2014,Q3,General and Accute - Available,8
RP6,2014,Q3,General and Accute - Occupied,4
RPG,2014,Q3,General and Accute - Available,
RPG,2014,Q3,General and Accute - Occupied,
RPY,2014,Q3,General and Accute - Available,188
RPY,2014,Q3,General and Accute - Occupied,160
RQM,2014,Q3,General and Accute - Available,393
RQM,2014,Q3,General and Accute - Occupied,354
RQX,2014,Q3,General and Accute - Available,390
RQX,2014,Q3,General and Accute - Occupied,342
RQY,2014,Q3,General and Accute - Available,
RQY,2014,Q3,General and Accute - Occupied,
RRP,2014,Q3,General and Accute - Available,
RRP,2014,Q3,General and Accute - Occupied,
RRV,2014,Q3,General and Accute - Available,893
RRV,2014,Q3,General and Accute - Occupied,691
RT3,2014,Q3,General and Accute - Available,370
RT3,2014,Q3,General and Accute - Occupied,332
RV3,2014,Q3,General and Accute - Available,74
RV3,2014,Q3,General and Accute - Occupied,72
RV5,2014,Q3,General and Accute - Available,
RV5,2014,Q3,General and Accute - Occupied,
RVR,2014,Q3,General and Accute - Available,750
RVR,2014,Q3,General and Accute - Occupied,653
RWK,2014,Q3,General and Accute - Available,51
RWK,2014,Q3,General and Accute - Occupied,34
RYJ,2014,Q3,General and Accute - Available,961
RYJ,2014,Q3,General and Accute - Occupied,868
RYX,2014,Q3,General and Accute - Available,255
RYX,2014,Q3,General and Accute - Occupied,222
TAF,2014,Q3,General and Accute - Available,
TAF,2014,Q3,General and Accute - Occupied,
RBL,2015,Q4,General and Accute - Available,742
RBL,2015,Q4,General and Accute - Occupied,657
RBT,2015,Q4,General and Accute - Available,520
RBT,2015,Q4,General and Accute - Occupied,515
REN,2015,Q4,General and Accute - Available,69
REN,2015,Q4,General and Accute - Occupied,45
RJN,2015,Q4,General and Accute - Available,349
RJN,2015,Q4,General and Accute - Occupied,333
RJR,2015,Q4,General and Accute - Available,509
RJR,2015,Q4,General and Accute - Occupied,508
RTV,2015,Q4,General and Accute - Available,
RTV,2015,Q4,General and Accute - Occupied,
RWW,2015,Q4,General and Accute - Available,559
RWW,2015,Q4,General and Accute - Occupied,500
RXA,2015,Q4,General and Accute - Available,
RXA,2015,Q4,General and Accute - Occupied,
RTR,2015,Q4,General and Accute - Available,1043
RTR,2015,Q4,General and Accute - Occupied,897
RVW,2015,Q4,General and Accute - Available,601
RVW,2015,Q4,General and Accute - Occupied,561
RX3,2015,Q4,General and Accute - Available,
RX3,2015,Q4,General and Accute - Occupied,
RXP,2015,Q4,General and Accute - Available,1027
RXP,2015,Q4,General and Accute - Occupied,856
RBV,2015,Q4,General and Accute - Available,176
RBV,2015,Q4,General and Accute - Occupied,146
RM2,2015,Q4,General and Accute - Available,786
RM2,2015,Q4,General and Accute - Occupied,708
RM3,2015,Q4,General and Accute - Available,701
RM3,2015,Q4,General and Accute - Occupied,645
RMC,2015,Q4,General and Accute - Available,620
RMC,2015,Q4,General and Accute - Occupied,545
RMP,2015,Q4,General and Accute - Available,454
RMP,2015,Q4,General and Accute - Occupied,421
RRF,2015,Q4,General and Accute - Available,471
RRF,2015,Q4,General and Accute - Occupied,400
RT2,2015,Q4,General and Accute - Available,106
RT2,2015,Q4,General and Accute - Occupied,94
RW3,2015,Q4,General and Accute - Available,1136
RW3,2015,Q4,General and Accute - Occupied,1034
RW6,2015,Q4,General and Accute - Available,1212
RW6,2015,Q4,General and Accute - Occupied,1067
RWJ,2015,Q4,General and Accute - Available,717
RWJ,2015,Q4,General and Accute - Occupied,619
RXV,2015,Q4,General and Accute - Available,
RXV,2015,Q4,General and Accute - Occupied,
TAE,2015,Q4,General and Accute - Available,
TAE,2015,Q4,General and Accute - Occupied,
RJX,2015,Q4,General and Accute - Available,
RJX,2015,Q4,General and Accute - Occupied,
RW5,2015,Q4,General and Accute - Available,
RW5,2015,Q4,General and Accute - Occupied,
RXL,2015,Q4,General and Accute - Available,824
RXL,2015,Q4,General and Accute - Occupied,750
RXN,2015,Q4,General and Accute - Available,852
RXN,2015,Q4,General and Accute - Occupied,821
RXR,2015,Q4,General and Accute - Available,947
RXR,2015,Q4,General and Accute - Occupied,831
RBN,2015,Q4,General and Accute - Available,662
RBN,2015,Q4,General and Accute - Occupied,628
RBQ,2015,Q4,General and Accute - Available,152
RBQ,2015,Q4,General and Accute - Occupied,132
RBS,2015,Q4,General and Accute - Available,197
RBS,2015,Q4,General and Accute - Occupied,163
REM,2015,Q4,General and Accute - Available,687
REM,2015,Q4,General and Accute - Occupied,653
REP,2015,Q4,General and Accute - Available,35
REP,2015,Q4,General and Accute - Occupied,22
RET,2015,Q4,General and Accute - Available,160
RET,2015,Q4,General and Accute - Occupied,139
RQ6,2015,Q4,General and Accute - Available,804
RQ6,2015,Q4,General and Accute - Occupied,764
RVY,2015,Q4,General and Accute - Available,476
RVY,2015,Q4,General and Accute - Occupied,394
RW4,2015,Q4,General and Accute - Available,
RW4,2015,Q4,General and Accute - Occupied,
RE9,2015,Q4,General and Accute - Available,320
RE9,2015,Q4,General and Accute - Occupied,297
RLN,2015,Q4,General and Accute - Available,795
RLN,2015,Q4,General and Accute - Occupied,592
RNL,2015,Q4,General and Accute - Available,619
RNL,2015,Q4,General and Accute - Occupied,512
RNN,2015,Q4,General and Accute - Available,
RNN,2015,Q4,General and Accute - Occupied,
RR7,2015,Q4,General and Accute - Available,491
RR7,2015,Q4,General and Accute - Occupied,463
RTD,2015,Q4,General and Accute - Available,1510
RTD,2015,Q4,General and Accute - Occupied,1345
RTF,2015,Q4,General and Accute - Available,984
RTF,2015,Q4,General and Accute - Occupied,858
RTX,2015,Q4,General and Accute - Available,703
RTX,2015,Q4,General and Accute - Occupied,602
RX4,2015,Q4,General and Accute - Available,53
RX4,2015,Q4,General and Accute - Occupied,47
RCB,2015,Q4,General and Accute - Available,996
RCB,2015,Q4,General and Accute - Occupied,935
RCD,2015,Q4,General and Accute - Available,321
RCD,2015,Q4,General and Accute - Occupied,275
RJL,2015,Q4,General and Accute - Available,772
RJL,2015,Q4,General and Accute - Occupied,668
RV9,2015,Q4,General and Accute - Available,
RV9,2015,Q4,General and Accute - Occupied,
RWA,2015,Q4,General and Accute - Available,1018
RWA,2015,Q4,General and Accute - Occupied,1008
RCU,2015,Q4,General and Accute - Available,136
RCU,2015,Q4,General and Accute - Occupied,97
RFF,2015,Q4,General and Accute - Available,359
RFF,2015,Q4,General and Accute - Occupied,339
RFR,2015,Q4,General and Accute - Available,509
RFR,2015,Q4,General and Accute - Occupied,454
RHQ,2015,Q4,General and Accute - Available,1923
RHQ,2015,Q4,General and Accute - Occupied,1560
RP5,2015,Q4,General and Accute - Available,907
RP5,2015,Q4,General and Accute - Occupied,814
RXE,2015,Q4,General and Accute - Available,62
RXE,2015,Q4,General and Accute - Occupied,49
TAH,2015,Q4,General and Accute - Available,
TAH,2015,Q4,General and Accute - Occupied,
RAE,2015,Q4,General and Accute - Available,694
RAE,2015,Q4,General and Accute - Occupied,497
RCF,2015,Q4,General and Accute - Available,332
RCF,2015,Q4,General and Accute - Occupied,315
RGD,2015,Q4,General and Accute - Available,
RGD,2015,Q4,General and Accute - Occupied,
RR8,2015,Q4,General and Accute - Available,1692
RR8,2015,Q4,General and Accute - Occupied,1533
RWY,2015,Q4,General and Accute - Available,732
RWY,2015,Q4,General and Accute - Occupied,651
RXF,2015,Q4,General and Accute - Available,976
RXF,2015,Q4,General and Accute - Occupied,881
RXG,2015,Q4,General and Accute - Available,76
RXG,2015,Q4,General and Accute - Occupied,67
RY6,2015,Q4,General and Accute - Available,56
RY6,2015,Q4,General and Accute - Occupied,54
TAD,2015,Q4,General and Accute - Available,
TAD,2015,Q4,General and Accute - Occupied,
R1A,2015,Q4,General and Accute - Available,93
R1A,2015,Q4,General and Accute - Occupied,71
RJC,2015,Q4,General and Accute - Available,458
RJC,2015,Q4,General and Accute - Occupied,420
RKB,2015,Q4,General and Accute - Available,1080
RKB,2015,Q4,General and Accute - Occupied,1066
RLQ,2015,Q4,General and Accute - Available,222
RLQ,2015,Q4,General and Accute - Occupied,214
RLT,2015,Q4,General and Accute - Available,321
RLT,2015,Q4,General and Accute - Occupied,321
RWP,2015,Q4,General and Accute - Available,791
RWP,2015,Q4,General and Accute - Occupied,687
RYG,2015,Q4,General and Accute - Available,
RYG,2015,Q4,General and Accute - Occupied,
RBK,2015,Q4,General and Accute - Available,508
RBK,2015,Q4,General and Accute - Occupied,466
RL4,2015,Q4,General and Accute - Available,869
RL4,2015,Q4,General and Accute - Occupied,817
RLU,2015,Q4,General and Accute - Available,26
RLU,2015,Q4,General and Accute - Occupied,11
RNA,2015,Q4,General and Accute - Available,770
RNA,2015,Q4,General and Accute - Occupied,650
RQ3,2015,Q4,General and Accute - Available,226
RQ3,2015,Q4,General and Accute - Occupied,219
RR1,2015,Q4,General and Accute - Available,1248
RR1,2015,Q4,General and Accute - Occupied,1183
RRJ,2015,Q4,General and Accute - Available,110
RRJ,2015,Q4,General and Accute - Occupied,81
RRK,2015,Q4,General and Accute - Available,1054
RRK,2015,Q4,General and Accute - Occupied,1022
RXK,2015,Q4,General and Accute - Available,767
RXK,2015,Q4,General and Accute - Occupied,638
RXT,2015,Q4,General and Accute - Available,
RXT,2015,Q4,General and Accute - Occupied,
RYK,2015,Q4,General and Accute - Available,
RYK,2015,Q4,General and Accute - Occupied,
RYW,2015,Q4,General and Accute - Available,257
RYW,2015,Q4,General and Accute - Occupied,237
TAJ,2015,Q4,General and Accute - Available,
TAJ,2015,Q4,General and Accute - Occupied,
RFS,2015,Q4,General and Accute - Available,499
RFS,2015,Q4,General and Accute - Occupied,484
RHA,2015,Q4,General and Accute - Available,84
RHA,2015,Q4,General and Accute - Occupied,80
RK5,2015,Q4,General and Accute - Available,682
RK5,2015,Q4,General and Accute - Occupied,655
RTG,2015,Q4,General and Accute - Available,1097
RTG,2015,Q4,General and Accute - Occupied,929
RX1,2015,Q4,General and Accute - Available,1596
RX1,2015,Q4,General and Accute - Occupied,1405
RXM,2015,Q4,General and Accute - Available,
RXM,2015,Q4,General and Accute - Occupied,
RY8,2015,Q4,General and Accute - Available,45
RY8,2015,Q4,General and Accute - Occupied,43
RCX,2015,Q4,General and Accute - Available,413
RCX,2015,Q4,General and Accute - Occupied,369
RGM,2015,Q4,General and Accute - Available,233
RGM,2015,Q4,General and Accute - Occupied,177
RGN,2015,Q4,General and Accute - Available,545
RGN,2015,Q4,General and Accute - Occupied,514
RGP,2015,Q4,General and Accute - Available,423
RGP,2015,Q4,General and Accute - Occupied,383
RGQ,2015,Q4,General and Accute - Available,599
RGQ,2015,Q4,General and Accute - Occupied,545
RGR,2015,Q4,General and Accute - Available,439
RGR,2015,Q4,General and Accute - Occupied,376
RGT,2015,Q4,General and Accute - Available,931
RGT,2015,Q4,General and Accute - Occupied,869
RM1,2015,Q4,General and Accute - Available,994
RM1,2015,Q4,General and Accute - Occupied,935
RMY,2015,Q4,General and Accute - Available,
RMY,2015,Q4,General and Accute - Occupied,
RQQ,2015,Q4,General and Accute - Available,217
RQQ,2015,Q4,General and Accute - Occupied,176
RT1,2015,Q4,General and Accute - Available,
RT1,2015,Q4,General and Accute - Occupied,
RY3,2015,Q4,General and Accute - Available,74
RY3,2015,Q4,General and Accute - Occupied,70
RYV,2015,Q4,General and Accute - Available,111
RYV,2015,Q4,General and Accute - Occupied,74
RAJ,2015,Q4,General and Accute - Available,570
RAJ,2015,Q4,General and Accute - Occupied,486
RDD,2015,Q4,General and Accute - Available,674
RDD,2015,Q4,General and Accute - Occupied,635
RDE,2015,Q4,General and Accute - Available,591
RDE,2015,Q4,General and Accute - Occupied,536
RQ8,2015,Q4,General and Accute - Available,534
RQ8,2015,Q4,General and Accute - Occupied,485
RQW,2015,Q4,General and Accute - Available,444
RQW,2015,Q4,General and Accute - Occupied,403
RRD,2015,Q4,General and Accute - Available,
RRD,2015,Q4,General and Accute - Occupied,
RWN,2015,Q4,General and Accute - Available,78
RWN,2015,Q4,General and Accute - Occupied,74
RC1,2015,Q4,General and Accute - Available,382
RC1,2015,Q4,General and Accute - Occupied,361
RC9,2015,Q4,General and Accute - Available,566
RC9,2015,Q4,General and Accute - Occupied,508
RD8,2015,Q4,General and Accute - Available,401
RD8,2015,Q4,General and Accute - Occupied,382
RNQ,2015,Q4,General and Accute - Available,523
RNQ,2015,Q4,General and Accute - Occupied,519
RNS,2015,Q4,General and Accute - Available,706
RNS,2015,Q4,General and Accute - Occupied,645
RP1,2015,Q4,General and Accute - Available,124
RP1,2015,Q4,General and Accute - Occupied,119
RWG,2015,Q4,General and Accute - Available,702
RWG,2015,Q4,General and Accute - Occupied,638
RWH,2015,Q4,General and Accute - Available,649
RWH,2015,Q4,General and Accute - Occupied,559
RWR,2015,Q4,General and Accute - Available,
RWR,2015,Q4,General and Accute - Occupied,
RY4,2015,Q4,General and Accute - Available,227
RY4,2015,Q4,General and Accute - Occupied,209
RP7,2015,Q4,General and Accute - Available,
RP7,2015,Q4,General and Accute - Occupied,
RT5,2015,Q4,General and Accute - Available,
RT5,2015,Q4,General and Accute - Occupied,
RWD,2015,Q4,General and Accute - Available,1170
RWD,2015,Q4,General and Accute - Occupied,1122
RWE,2015,Q4,General and Accute - Available,1494
RWE,2015,Q4,General and Accute - Occupied,1377
RY5,2015,Q4,General and Accute - Available,60
RY5,2015,Q4,General and Accute - Occupied,50
R1E,2015,Q4,General and Accute - Available,312
R1E,2015,Q4,General and Accute - Occupied,289
RJE,2015,Q4,General and Accute - Available,1413
RJE,2015,Q4,General and Accute - Occupied,1278
RJF,2015,Q4,General and Accute - Available,456
RJF,2015,Q4,General and Accute - Occupied,418
RL1,2015,Q4,General and Accute - Available,175
RL1,2015,Q4,General and Accute - Occupied,147
RLY,2015,Q4,General and Accute - Available,
RLY,2015,Q4,General and Accute - Occupied,
RRE,2015,Q4,General and Accute - Available,
RRE,2015,Q4,General and Accute - Occupied,
RXW,2015,Q4,General and Accute - Available,697
RXW,2015,Q4,General and Accute - Occupied,660
R1J,2015,Q4,General and Accute - Available,37
R1J,2015,Q4,General and Accute - Occupied,37
RD1,2015,Q4,General and Accute - Available,644
RD1,2015,Q4,General and Accute - Occupied,595
RN3,2015,Q4,General and Accute - Available,572
RN3,2015,Q4,General and Accute - Occupied,544
RNZ,2015,Q4,General and Accute - Available,447
RNZ,2015,Q4,General and Accute - Occupied,410
RTE,2015,Q4,General and Accute - Available,923
RTE,2015,Q4,General and Accute - Occupied,883
RTQ,2015,Q4,General and Accute - Available,
RTQ,2015,Q4,General and Accute - Occupied,
RVN,2015,Q4,General and Accute - Available,
RVN,2015,Q4,General and Accute - Occupied,
RA3,2015,Q4,General and Accute - Available,249
RA3,2015,Q4,General and Accute - Occupied,235
RA4,2015,Q4,General and Accute - Available,351
RA4,2015,Q4,General and Accute - Occupied,304
RA7,2015,Q4,General and Accute - Available,834
RA7,2015,Q4,General and Accute - Occupied,748
RBA,2015,Q4,General and Accute - Available,538
RBA,2015,Q4,General and Accute - Occupied,457
RH5,2015,Q4,General and Accute - Available,271
RH5,2015,Q4,General and Accute - Occupied,252
RVJ,2015,Q4,General and Accute - Available,868
RVJ,2015,Q4,General and Accute - Occupied,866
RA9,2015,Q4,General and Accute - Available,404
RA9,2015,Q4,General and Accute - Occupied,345
RBZ,2015,Q4,General and Accute - Available,329
RBZ,2015,Q4,General and Accute - Occupied,308
REF,2015,Q4,General and Accute - Available,711
REF,2015,Q4,General and Accute - Occupied,608
RH8,2015,Q4,General and Accute - Available,774
RH8,2015,Q4,General and Accute - Occupied,702
RJ8,2015,Q4,General and Accute - Available,
RJ8,2015,Q4,General and Accute - Occupied,
RK9,2015,Q4,General and Accute - Available,886
RK9,2015,Q4,General and Accute - Occupied,801
RWV,2015,Q4,General and Accute - Available,
RWV,2015,Q4,General and Accute - Occupied,
RN7,2015,Q4,General and Accute - Available,482
RN7,2015,Q4,General and Accute - Occupied,477
RPA,2015,Q4,General and Accute - Available,539
RPA,2015,Q4,General and Accute - Occupied,534
RVV,2015,Q4,General and Accute - Available,975
RVV,2015,Q4,General and Accute - Occupied,871
RWF,2015,Q4,General and Accute - Available,681
RWF,2015,Q4,General and Accute - Occupied,671
RXY,2015,Q4,General and Accute - Available,8
RXY,2015,Q4,General and Accute - Occupied,6
RA2,2015,Q4,General and Accute - Available,456
RA2,2015,Q4,General and Accute - Occupied,399
RDR,2015,Q4,General and Accute - Available,122
RDR,2015,Q4,General and Accute - Occupied,118
RDU,2015,Q4,General and Accute - Available,1274
RDU,2015,Q4,General and Accute - Occupied,1180
RPC,2015,Q4,General and Accute - Available,52
RPC,2015,Q4,General and Accute - Occupied,43
RTK,2015,Q4,General and Accute - Available,542
RTK,2015,Q4,General and Accute - Occupied,489
RTP,2015,Q4,General and Accute - Available,593
RTP,2015,Q4,General and Accute - Occupied,577
RX2,2015,Q4,General and Accute - Available,
RX2,2015,Q4,General and Accute - Occupied,
RXC,2015,Q4,General and Accute - Available,743
RXC,2015,Q4,General and Accute - Occupied,566
RXH,2015,Q4,General and Accute - Available,817
RXH,2015,Q4,General and Accute - Occupied,710
RXX,2015,Q4,General and Accute - Available,
RXX,2015,Q4,General and Accute - Occupied,
RYR,2015,Q4,General and Accute - Available,948
RYR,2015,Q4,General and Accute - Occupied,899
RHW,2015,Q4,General and Accute - Available,632
RHW,2015,Q4,General and Accute - Occupied,560
RNU,2015,Q4,General and Accute - Available,115
RNU,2015,Q4,General and Accute - Occupied,115
RTH,2015,Q4,General and Accute - Available,1213
RTH,2015,Q4,General and Accute - Occupied,1119
RWX,2015,Q4,General and Accute - Available,46
RWX,2015,Q4,General and Accute - Occupied,41
RXQ,2015,Q4,General and Accute - Available,690
RXQ,2015,Q4,General and Accute - Occupied,667
R1C,2015,Q4,General and Accute - Available,57
R1C,2015,Q4,General and Accute - Occupied,54
R1F,2015,Q4,General and Accute - Available,285
R1F,2015,Q4,General and Accute - Occupied,237
RBD,2015,Q4,General and Accute - Available,301
RBD,2015,Q4,General and Accute - Occupied,286
RD3,2015,Q4,General and Accute - Available,512
RD3,2015,Q4,General and Accute - Occupied,505
RDY,2015,Q4,General and Accute - Available,
RDY,2015,Q4,General and Accute - Occupied,
RDZ,2015,Q4,General and Accute - Available,618
RDZ,2015,Q4,General and Accute - Occupied,577
RHM,2015,Q4,General and Accute - Available,1076
RHM,2015,Q4,General and Accute - Occupied,1037
RHU,2015,Q4,General and Accute - Available,998
RHU,2015,Q4,General and Accute - Occupied,938
RN5,2015,Q4,General and Accute - Available,882
RN5,2015,Q4,General and Accute - Occupied,686
RW1,2015,Q4,General and Accute - Available,68
RW1,2015,Q4,General and Accute - Occupied,63
R1H,2015,Q4,General and Accute - Available,1756
R1H,2015,Q4,General and Accute - Occupied,1740
R1K,2015,Q4,General and Accute - Available,1149
R1K,2015,Q4,General and Accute - Occupied,1075
RAL,2015,Q4,General and Accute - Available,992
RAL,2015,Q4,General and Accute - Occupied,866
RAN,2015,Q4,General and Accute - Available,193
RAN,2015,Q4,General and Accute - Occupied,125
RAP,2015,Q4,General and Accute - Available,470
RAP,2015,Q4,General and Accute - Occupied,459
RAS,2015,Q4,General and Accute - Available,446
RAS,2015,Q4,General and Accute - Occupied,412
RAT,2015,Q4,General and Accute - Available,188
RAT,2015,Q4,General and Accute - Occupied,174
RAX,2015,Q4,General and Accute - Available,367
RAX,2015,Q4,General and Accute - Occupied,365
RF4,2015,Q4,General and Accute - Available,961
RF4,2015,Q4,General and Accute - Occupied,933
RFW,2015,Q4,General and Accute - Available,356
RFW,2015,Q4,General and Accute - Occupied,342
RJ1,2015,Q4,General and Accute - Available,999
RJ1,2015,Q4,General and Accute - Occupied,869
RJ2,2015,Q4,General and Accute - Available,918
RJ2,2015,Q4,General and Accute - Occupied,876
RJ6,2015,Q4,General and Accute - Available,468
RJ6,2015,Q4,General and Accute - Occupied,422
RJ7,2015,Q4,General and Accute - Available,872
RJ7,2015,Q4,General and Accute - Occupied,811
RJZ,2015,Q4,General and Accute - Available,1271
RJZ,2015,Q4,General and Accute - Occupied,1194
RKE,2015,Q4,General and Accute - Available,278
RKE,2015,Q4,General and Accute - Occupied,247
RKL,2015,Q4,General and Accute - Available,
RKL,2015,Q4,General and Accute - Occupied,
RP4,2015,Q4,General and Accute - Available,246
RP4,2015,Q4,General and Accute - Occupied,210
RP6,2015,Q4,General and Accute - Available,8
RP6,2015,Q4,General and Accute - Occupied,6
RPG,2015,Q4,General and Accute - Available,
RPG,2015,Q4,General and Accute - Occupied,
RPY,2015,Q4,General and Accute - Available,191
RPY,2015,Q4,General and Accute - Occupied,165
RQM,2015,Q4,General and Accute - Available,395
RQM,2015,Q4,General and Accute - Occupied,364
RQX,2015,Q4,General and Accute - Available,399
RQX,2015,Q4,General and Accute - Occupied,346
RQY,2015,Q4,General and Accute - Available,
RQY,2015,Q4,General and Accute - Occupied,
RRP,2015,Q4,General and Accute - Available,
RRP,2015,Q4,General and Accute - Occupied,
RRV,2015,Q4,General and Accute - Available,863
RRV,2015,Q4,General and Accute - Occupied,702
RT3,2015,Q4,General and Accute - Available,378
RT3,2015,Q4,General and Accute - Occupied,359
RV3,2015,Q4,General and Accute - Available,80
RV3,2015,Q4,General and Accute - Occupied,71
RV5,2015,Q4,General and Accute - Available,
RV5,2015,Q4,General and Accute - Occupied,
RVR,2015,Q4,General and Accute - Available,767
RVR,2015,Q4,General and Accute - Occupied,689
RWK,2015,Q4,General and Accute - Available,51
RWK,2015,Q4,General and Accute - Occupied,38
RYJ,2015,Q4,General and Accute - Available,1017
RYJ,2015,Q4,General and Accute - Occupied,899
RYX,2015,Q4,General and Accute - Available,249
RYX,2015,Q4,General and Accute - Occupied,214
TAF,2015,Q4,General and Accute - Available,
TAF,2015,Q4,General and Accute - Occupied,
